"state","Level_1","Level_2","Mild","Moderate","Frequent","AudienceTotal"
"CT","gvt_building","post_office","0","1","0","5377"
"CT","gvt_building","post_office","1","0","0","25865"
"CT","health","eye_care","0","0","1","1043"
"CT","health","eye_care","0","1","0","3509"
"CT","health","eye_care","1","0","0","13522"
"CT","health","pharmacy","0","0","1","19855"
"CT","health","pharmacy","0","1","0","32893"
"CT","health","pharmacy","1","0","0","129396"
"CT","health_fitness","gym","0","0","1","3411"
"CT","health_fitness","gym","0","1","0","6580"
"CT","health_fitness","gym","1","0","0","25877"
"CT","personal_finance","banking","0","0","1","1481"
"CT","personal_finance","banking","0","1","0","4532"
"CT","personal_finance","banking","1","0","0","28072"
"CT","shopping","cell_phone_store","0","0","1","2403"
"CT","shopping","cell_phone_store","0","1","0","8030"
"CT","shopping","cell_phone_store","1","0","0","35759"
"CT","shopping","clothing_store","0","0","1","911"
"CT","shopping","clothing_store","0","1","0","3449"
"CT","shopping","clothing_store","1","0","0","17514"
"CT","shopping","convenience_store","0","0","1","1180"
"CT","shopping","convenience_store","0","1","0","4074"
"CT","shopping","convenience_store","1","0","0","21414"
"CT","shopping","department_store","0","0","1","3817"
"CT","shopping","department_store","0","1","0","11470"
"CT","shopping","department_store","1","0","0","42753"
"CT","shopping","electronics_store","0","0","1","1401"
"CT","shopping","electronics_store","0","1","0","4563"
"CT","shopping","electronics_store","1","0","0","21916"
"CT","shopping","furniture_store","0","0","1","323"
"CT","shopping","furniture_store","0","1","0","1027"
"CT","shopping","furniture_store","1","0","0","6779"
"CT","shopping","grocery_or_supermarket","0","0","1","2620"
"CT","shopping","grocery_or_supermarket","0","1","0","6743"
"CT","shopping","grocery_or_supermarket","1","0","0","24720"
"CT","shopping","hardware_store","0","0","1","3236"
"CT","shopping","hardware_store","0","1","0","8201"
"CT","shopping","hardware_store","1","0","0","28527"
"CT","shopping","home_goods_store","0","0","1","963"
"CT","shopping","home_goods_store","0","1","0","3385"
"CT","shopping","home_goods_store","1","0","0","16115"
"CT","shopping","jewelry_store","0","0","1","646"
"CT","shopping","jewelry_store","0","1","0","2312"
"CT","shopping","jewelry_store","1","0","0","11178"
"CT","shopping","shoe_store","0","0","1","751"
"CT","shopping","shoe_store","0","1","0","2843"
"CT","shopping","shoe_store","1","0","0","13522"
"CT","shopping","shopping_mall","0","0","1","2290"
"CT","shopping","shopping_mall","0","1","0","7081"
"CT","shopping","shopping_mall","1","0","0","31774"
"CT","shopping","sporting_goods","0","0","1","743"
"CT","shopping","sporting_goods","0","1","0","2490"
"CT","shopping","sporting_goods","1","0","0","11608"
"CT","sports","golf_course","0","1","0","2"
"CT","sports","golf_course","1","0","0","3"
"CT","travel","airport","0","0","1","2188"
"CT","travel","airport","0","1","0","6640"
"CT","travel","airport","1","0","0","31540"
"CT","travel","lodging","0","0","1","1710"
"CT","travel","lodging","0","1","0","5307"
"CT","travel","lodging","1","0","0","26717"
"DC","automotive","auto_intender","0","0","1","530"
"DC","automotive","auto_intender","0","1","0","1379"
"DC","automotive","auto_intender","1","0","0","6174"
"DC","automotive","auto_repair","0","0","1","452"
"DC","automotive","auto_repair","0","1","0","882"
"DC","automotive","auto_repair","1","0","0","5046"
"DC","automotive","gas_station","0","0","1","604"
"DC","automotive","gas_station","0","1","0","2213"
"DC","automotive","gas_station","1","0","0","12806"
"DC","education","university","0","0","1","576"
"DC","education","university","0","1","0","952"
"DC","education","university","1","0","0","4032"
"DC","food_drink","cafe","0","0","1","5123"
"DC","food_drink","cafe","0","1","0","9717"
"DC","food_drink","cafe","1","0","0","30729"
"DC","food_drink","casual_dining","0","0","1","587"
"DC","food_drink","casual_dining","0","1","0","1740"
"DC","food_drink","casual_dining","1","0","0","9834"
"DC","food_drink","quick_service","0","0","1","9280"
"DC","food_drink","quick_service","0","1","0","21817"
"DC","food_drink","quick_service","1","0","0","71385"
"DC","grooming","hair salon","0","0","1","5"
"DC","grooming","hair salon","0","1","0","9"
"DC","grooming","hair salon","1","0","0","125"
"DC","gvt_building","post_office","0","0","1","3107"
"DC","gvt_building","post_office","0","1","0","6997"
"DC","gvt_building","post_office","1","0","0","24705"
"DC","health","eye_care","0","0","1","193"
"DC","health","eye_care","0","1","0","519"
"DC","health","eye_care","1","0","0","3345"
"DC","health","pharmacy","0","0","1","20385"
"DC","health","pharmacy","0","1","0","34166"
"DC","health","pharmacy","1","0","0","95985"
"DC","health_fitness","gym","0","0","1","595"
"DC","health_fitness","gym","0","1","0","1136"
"DC","health_fitness","gym","1","0","0","5806"
"DC","personal_finance","banking","0","0","1","4316"
"DC","personal_finance","banking","0","1","0","10204"
"DC","personal_finance","banking","1","0","0","41533"
"DC","shopping","cell_phone_store","0","0","1","1940"
"DC","shopping","cell_phone_store","0","1","0","4848"
"DC","shopping","cell_phone_store","1","0","0","19372"
"DC","shopping","clothing_store","0","0","1","1058"
"DC","shopping","clothing_store","0","1","0","3123"
"DC","shopping","clothing_store","1","0","0","14199"
"DC","shopping","convenience_store","0","0","1","923"
"DC","shopping","convenience_store","0","1","0","2952"
"DC","shopping","convenience_store","1","0","0","14040"
"DC","shopping","department_store","0","0","1","1456"
"DC","shopping","department_store","0","1","0","3780"
"DC","shopping","department_store","1","0","0","14530"
"DC","shopping","electronics_store","0","0","1","775"
"DC","shopping","electronics_store","0","1","0","1897"
"DC","shopping","electronics_store","1","0","0","8638"
"DC","shopping","furniture_store","0","0","1","145"
"DC","shopping","furniture_store","0","1","0","434"
"DC","shopping","furniture_store","1","0","0","2610"
"DC","shopping","grocery_or_supermarket","0","0","1","1597"
"DC","shopping","grocery_or_supermarket","0","1","0","3615"
"DC","shopping","grocery_or_supermarket","1","0","0","12909"
"DC","shopping","hardware_store","0","0","1","227"
"DC","shopping","hardware_store","0","1","0","505"
"DC","shopping","hardware_store","1","0","0","2278"
"DC","shopping","home_goods_store","0","0","1","328"
"DC","shopping","home_goods_store","0","1","0","995"
"DC","shopping","home_goods_store","1","0","0","3949"
"DC","shopping","jewelry_store","0","0","1","101"
"DC","shopping","jewelry_store","0","1","0","386"
"DC","shopping","jewelry_store","1","0","0","3052"
"DC","shopping","shoe_store","0","0","1","572"
"DC","shopping","shoe_store","0","1","0","1604"
"DC","shopping","shoe_store","1","0","0","7932"
"DC","shopping","shopping_mall","0","0","1","4836"
"DC","shopping","shopping_mall","0","1","0","9117"
"DC","shopping","shopping_mall","1","0","0","29216"
"DC","shopping","sporting_goods","0","0","1","241"
"DC","shopping","sporting_goods","0","1","0","713"
"DC","shopping","sporting_goods","1","0","0","2795"
"DC","sports","golf_course","0","0","1","70"
"DC","sports","golf_course","0","1","0","133"
"DC","sports","golf_course","1","0","0","840"
"DC","travel","airport","0","0","1","2589"
"DC","travel","airport","0","1","0","5810"
"DC","travel","airport","1","0","0","21526"
"DC","travel","lodging","0","0","1","3039"
"DC","travel","lodging","0","1","0","7821"
"DC","travel","lodging","1","0","0","28246"
"DE","automotive","auto_intender","0","0","1","85"
"DE","automotive","auto_intender","0","1","0","193"
"DE","automotive","auto_intender","1","0","0","1189"
"DE","automotive","auto_repair","0","0","1","108"
"DE","automotive","auto_repair","0","1","0","394"
"DE","automotive","auto_repair","1","0","0","3299"
"DE","automotive","gas_station","0","0","1","300"
"DE","automotive","gas_station","0","1","0","1130"
"DE","automotive","gas_station","1","0","0","7895"
"DE","food_drink","cafe","0","0","1","364"
"DE","food_drink","cafe","0","1","0","982"
"DE","food_drink","cafe","1","0","0","4524"
"DE","food_drink","casual_dining","0","0","1","454"
"DE","food_drink","casual_dining","0","1","0","1879"
"DE","food_drink","casual_dining","1","0","0","12330"
"DE","food_drink","quick_service","0","0","1","2073"
"DE","food_drink","quick_service","0","1","0","7572"
"DE","food_drink","quick_service","1","0","0","34669"
"DE","grooming","hair salon","0","0","1","136"
"DE","grooming","hair salon","0","1","0","528"
"DE","grooming","hair salon","1","0","0","3234"
"DE","gvt_building","post_office","0","0","1","361"
"DE","gvt_building","post_office","0","1","0","939"
"DE","gvt_building","post_office","1","0","0","5763"
"DE","health","eye_care","0","0","1","173"
"DE","health","eye_care","0","1","0","814"
"DE","health","eye_care","1","0","0","4398"
"DE","health","pharmacy","0","0","1","3626"
"DE","health","pharmacy","0","1","0","8042"
"DE","health","pharmacy","1","0","0","25809"
"DE","health_fitness","gym","0","0","1","614"
"DE","health_fitness","gym","0","1","0","1397"
"DE","health_fitness","gym","1","0","0","7407"
"DE","personal_finance","banking","0","0","1","1068"
"DE","personal_finance","banking","0","1","0","2650"
"DE","personal_finance","banking","1","0","0","13522"
"DE","shopping","cell_phone_store","0","0","1","571"
"DE","shopping","cell_phone_store","0","1","0","2389"
"DE","shopping","cell_phone_store","1","0","0","11410"
"DE","shopping","clothing_store","0","0","1","254"
"DE","shopping","clothing_store","0","1","0","1221"
"DE","shopping","clothing_store","1","0","0","7999"
"DE","shopping","convenience_store","0","0","1","1373"
"DE","shopping","convenience_store","0","1","0","4007"
"DE","shopping","convenience_store","1","0","0","16956"
"DE","shopping","department_store","0","0","1","1143"
"DE","shopping","department_store","0","1","0","3622"
"DE","shopping","department_store","1","0","0","13191"
"DE","shopping","electronics_store","0","0","1","228"
"DE","shopping","electronics_store","0","1","0","1107"
"DE","shopping","electronics_store","1","0","0","7099"
"DE","shopping","furniture_store","0","0","1","350"
"DE","shopping","furniture_store","0","1","0","1421"
"DE","shopping","furniture_store","1","0","0","6670"
"DE","shopping","grocery_or_supermarket","0","0","1","648"
"DE","shopping","grocery_or_supermarket","0","1","0","1839"
"DE","shopping","grocery_or_supermarket","1","0","0","7744"
"DE","shopping","hardware_store","0","0","1","1005"
"DE","shopping","hardware_store","0","1","0","3009"
"DE","shopping","hardware_store","1","0","0","11838"
"DE","shopping","home_goods_store","0","0","1","259"
"DE","shopping","home_goods_store","0","1","0","1124"
"DE","shopping","home_goods_store","1","0","0","5969"
"DE","shopping","jewelry_store","0","0","1","240"
"DE","shopping","jewelry_store","0","1","0","1042"
"DE","shopping","jewelry_store","1","0","0","6558"
"DE","shopping","shoe_store","0","0","1","118"
"DE","shopping","shoe_store","0","1","0","596"
"DE","shopping","shoe_store","1","0","0","4555"
"DE","shopping","shopping_mall","0","0","1","782"
"DE","shopping","shopping_mall","0","1","0","2368"
"DE","shopping","shopping_mall","1","0","0","11164"
"DE","shopping","sporting_goods","0","0","1","113"
"DE","shopping","sporting_goods","0","1","0","506"
"DE","shopping","sporting_goods","1","0","0","3172"
"DE","travel","airport","0","0","1","605"
"DE","travel","airport","0","1","0","2150"
"DE","travel","airport","1","0","0","11447"
"DE","travel","lodging","0","0","1","681"
"DE","travel","lodging","0","1","0","2302"
"DE","travel","lodging","1","0","0","10451"
"FL","automotive","auto_intender","0","0","1","6077"
"FL","automotive","auto_intender","0","1","0","12485"
"FL","automotive","auto_intender","1","0","0","51401"
"FL","automotive","auto_repair","0","0","1","5322"
"FL","automotive","auto_repair","0","1","0","20517"
"FL","automotive","auto_repair","1","0","0","133667"
"FL","automotive","gas_station","0","0","1","33850"
"FL","automotive","gas_station","0","1","0","118140"
"FL","automotive","gas_station","1","0","0","474815"
"FL","education","university","0","0","1","14293"
"FL","education","university","0","1","0","17436"
"FL","education","university","1","0","0","48588"
"FL","food_drink","cafe","0","0","1","13619"
"FL","food_drink","cafe","0","1","0","46523"
"FL","food_drink","cafe","1","0","0","163195"
"FL","food_drink","casual_dining","0","0","1","29400"
"FL","food_drink","casual_dining","0","1","0","102591"
"FL","food_drink","casual_dining","1","0","0","492773"
"FL","food_drink","quick_service","0","0","1","130613"
"FL","food_drink","quick_service","0","1","0","356046"
"FL","food_drink","quick_service","1","0","0","1132490"
"FL","grooming","hair salon","0","0","1","23540"
"FL","grooming","hair salon","0","1","0","65323"
"FL","grooming","hair salon","1","0","0","242484"
"FL","gvt_building","post_office","0","0","1","15875"
"FL","gvt_building","post_office","0","1","0","53302"
"FL","gvt_building","post_office","1","0","0","213809"
"FL","health","eye_care","0","0","1","8239"
"FL","health","eye_care","0","1","0","33103"
"FL","health","eye_care","1","0","0","151351"
"FL","health","pharmacy","0","0","1","181186"
"FL","health","pharmacy","0","1","0","359618"
"FL","health","pharmacy","1","0","0","1009582"
"FL","health_fitness","gym","0","0","1","16382"
"FL","health_fitness","gym","0","1","0","42729"
"FL","health_fitness","gym","1","0","0","197922"
"FL","personal_finance","banking","0","0","1","22625"
"FL","personal_finance","banking","0","1","0","80687"
"FL","personal_finance","banking","1","0","0","380465"
"FL","shopping","cell_phone_store","0","0","1","26579"
"FL","shopping","cell_phone_store","0","1","0","93168"
"FL","shopping","cell_phone_store","1","0","0","375026"
"FL","shopping","clothing_store","0","0","1","10732"
"FL","shopping","clothing_store","0","1","0","50964"
"FL","shopping","clothing_store","1","0","0","239322"
"FL","shopping","convenience_store","0","0","1","38598"
"FL","shopping","convenience_store","0","1","0","124829"
"FL","shopping","convenience_store","1","0","0","445465"
"FL","shopping","department_store","0","0","1","65445"
"FL","shopping","department_store","0","1","0","176968"
"FL","shopping","department_store","1","0","0","496031"
"FL","shopping","electronics_store","0","0","1","9881"
"FL","shopping","electronics_store","0","1","0","42261"
"FL","shopping","electronics_store","1","0","0","205934"
"FL","shopping","furniture_store","0","0","1","5286"
"FL","shopping","furniture_store","0","1","0","19808"
"FL","shopping","furniture_store","1","0","0","114594"
